label,n,mean_sp500,std_sp500,skew_sp500,kurt_sp500,absacf1_sp500,absacf5_sp500,sqacf1_sp500,leverage_sp500_lag1_20,mean_DGS10,std_DGS10,skew_DGS10,kurt_DGS10,absacf1_DGS10,sp_dgs10_corr,r_acf1,abs_acf1,sq_acf1,r_acf2,abs_acf2,sq_acf2,r_acf3,abs_acf3,sq_acf3,r_acf5,abs_acf5,sq_acf5,r_acf10,abs_acf10,sq_acf10,r_acf20,abs_acf20,sq_acf20,r_acf60,abs_acf60,sq_acf60,abs_q095,abs_q099,abs_q0995,abs_q0999,abs_q10,ann_return_approx,lev_dec1_1d,lev_dec2_1d,lev_dec3_1d,lev_dec4_1d,lev_dec5_1d,lev_dec6_1d,lev_dec7_1d,lev_dec8_1d,lev_dec9_1d,lev_dec10_1d,lev_dec1_3d,lev_dec2_3d,lev_dec3_3d,lev_dec4_3d,lev_dec5_3d,lev_dec6_3d,lev_dec7_3d,lev_dec8_3d,lev_dec9_3d,lev_dec10_3d,lev_dec1_5d,lev_dec2_5d,lev_dec3_5d,lev_dec4_5d,lev_dec5_5d,lev_dec6_5d,lev_dec7_5d,lev_dec8_5d,lev_dec9_5d,lev_dec10_5d,lev_dec1_7d,lev_dec2_7d,lev_dec3_7d,lev_dec4_7d,lev_dec5_7d,lev_dec6_7d,lev_dec7_7d,lev_dec8_7d,lev_dec9_7d,lev_dec10_7d,lev_dec1_10d,lev_dec2_10d,lev_dec3_10d,lev_dec4_10d,lev_dec5_10d,lev_dec6_10d,lev_dec7_10d,lev_dec8_10d,lev_dec9_10d,lev_dec10_10d,lev_dec1_20d,lev_dec2_20d,lev_dec3_20d,lev_dec4_20d,lev_dec5_20d,lev_dec6_20d,lev_dec7_20d,lev_dec8_20d,lev_dec9_20d,lev_dec10_20d,score
Y01_X09_pref_activity_seed1,14882,0.00027014311296103693,0.006371319463765988,-0.0808286432117643,36.501238973713924,0.1304266036671527,-0.003895144060469194,0.08710395281247221,-0.0032815034908791874,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,-0.011189321522106657,0.011825709684591092,0.1304266036671527,0.08710395281247221,-0.02925271265869482,0.016381588051662826,-0.0003928521958237697,-0.0002221110432676389,0.007479851496594091,0.005962559275217021,-0.012495345217633711,-0.003895144060469194,-0.004042606320331939,-0.006249974139784034,0.020603357196750736,0.03104543206956988,-0.004147022435373348,0.005653974107110962,5.516098963076624e-05,0.010148831817699691,0.006826776466304881,0.002833024768953158,0.010248119058087467,0.015358531465753965,0.027726720841601386,0.07177116873860408,0.07638231664896011,0.06550135730341244,-0.04078033216499682,-0.006584496644718141,0.005873176149997641,0.025797565546500312,-0.0027769959318147013,-0.039115161366526326,0.0010636751601646535,-0.03134127120787043,-0.04070789291064706,-0.26643935827961235,-0.02762716995943585,-0.00847181395391433,0.016567122568596084,0.02096353120607747,0.0142596991949216,0.005221461710086715,0.013015454284241446,-0.030887062553577493,-0.03636472840346418,-0.14397341077203685,-0.004942193649017237,-0.022310738979479182,0.008530874252891138,0.0225072045209667,0.0048574907921037445,0.0041073937712815594,0.018635954821981087,-0.019763143179668603,-0.004366405371111026,-0.13573926297732444,-0.013970019243073409,-0.007032128192342197,0.015534057124913212,0.010599260381651395,0.009820044725379494,0.0030345224455621137,-0.002961968607623648,-0.004130631019536643,0.0017296734416957992,-0.1126490706508328,-0.013439882588365239,-0.010268101513237773,0.014923615668832657,0.013191998210137118,0.012048001496952036,-0.027313504109119896,-0.007799117396553349,0.013236667665361085,0.020389883248719445,-0.0996079878074718,-0.016049815321787075,-0.009638095389312809,0.03043935925314725,0.01671681704096073,0.0008769995424595896,-0.02057398328581211,0.0002993889586935213,-0.0018759289254610088,0.01607234312442105,-0.08048215068963771,0.6045276912930626
Y01_X09_pref_activity_seed2,14882,0.0003680157171377553,0.014557573510407665,0.08899156883298787,5.310758847607007,0.4780904988986535,0.40335377834280295,0.3762600761239482,-0.001936065308110088,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,-0.0033287171477979476,-0.012562122373347069,0.4780904988986535,0.3762600761239482,-0.01734664834311488,0.44285593445717875,0.33381847272842646,-0.006614061677623009,0.42257046610621646,0.31107103778799283,0.0009566287597116316,0.40335377834280295,0.27482608823562366,0.002214912291460696,0.3809010088348391,0.24079807860735494,0.006249978880802119,0.38708015547136865,0.24026853431743952,-0.02654661178004807,0.36151432740354417,0.21517334525598233,0.03208891935646534,0.045819421187043206,0.053908943273126966,0.06643183463811893,0.07363786548376083,0.06885884609458803,-0.007452843560957573,0.00422295613571043,-0.0035337659106276366,-0.03120661669377968,-0.03535719289601543,-0.0201268009737228,-0.06875104831547357,-0.0675850249055381,-0.11905505077373062,-0.24527934970105658,-0.02463048395545857,-0.013597091518417878,-0.013895258018235957,-0.012583160667057114,-0.03555401777121278,-0.020356506390884276,-0.06002581920159395,-0.04758760618585662,-0.099700674852229,-0.2687799509204533,-0.020359914089181096,-0.010834649197433705,-0.03630476905541903,-0.0023135780142062357,-0.03094742642804801,-0.01853895129046755,-0.06622427889422727,-0.041668077547143606,-0.09013022826410184,-0.20615195377931325,-0.017344254161870954,-0.019747117970266324,-0.04176460370853052,-0.010297553154419638,-0.029480874233989176,-0.00836980419903449,-0.06086893756616114,-0.02843260726236929,-0.07926401775525577,-0.16767909725581814,-0.019001115363479884,-0.03230953742133522,-0.02805695883715313,-0.010424044550272892,-0.023728735523000765,-0.002485763082053843,-0.0610261249980507,-0.026674883096585254,-0.06205336967959091,-0.13078120049933786,-0.034594304374738837,-0.029627140278534966,-0.033871820605305254,-0.020915318255660766,-0.013546314475162663,-0.0029164495136389276,-0.058709434775368635,-0.023255740796251523,0.008846255262761962,-0.05806787897433625,0.6203955097565891
Y02_X09_pref_activity_strong_seed1,14882,0.0002706482666477655,0.006390432667546196,-0.15397824209631283,35.54219074700114,0.1302788959641467,-0.0034664390205163733,0.10083660611524196,-0.00334268782132426,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,-0.010287069580691035,0.017916244334004548,0.1302788959641467,0.10083660611524196,-0.024582320032078785,0.019616697617894658,0.00044445923703416933,0.0013400173801920501,0.00817360401839192,0.006006046727360023,-0.011894613733904626,-0.0034664390205163733,-0.004129605287499324,-0.008614209142842636,0.021004729873595276,0.03238666392417433,-0.004300564026031718,0.0031467801602122806,0.000512674385817304,0.010145079491617711,0.004779717595376339,0.003096750840112666,0.010215655155479899,0.015499645443633199,0.028837741240858677,0.07079002424329536,0.0762476921081543,0.06559587176899884,-0.0015014754347239215,0.011253710551144309,0.018688765322043416,0.006199361967985986,-0.014630617594108254,-0.0007815990155290393,-0.008391005520643107,-0.040522712422815924,-0.016072193112002,-0.2656564412985123,-0.008383882833154992,0.02937400978995835,-0.017992057926301843,0.042980234745308224,0.006491809441991798,0.00013276134714578115,0.032751214400697726,-0.028746833748814222,-0.0337793762637282,-0.1564858050204452,-0.010284245982604245,0.014130503227078565,-0.030909561015683314,0.03663994834629939,0.03130642042360437,-0.010491835130873534,0.056119382439483806,-0.029787255422503565,-0.011051075442732075,-0.1401989378264632,-0.013432494330223815,0.013293498402829342,0.0013278795295673719,0.030464406165612558,0.026385637256691935,-0.022873205026682757,0.04315082695731783,-0.028952710397094385,0.0069623241030482355,-0.120651678583175,-0.00481858123675234,0.013006879511017623,0.002407639911108304,0.007386110502984265,0.04264939912588106,-0.05430778516826669,0.02934813550094521,-0.011526531523946608,0.035580091826169065,-0.10462801395931576,-0.018436064214980258,0.017634478734739386,0.013112331552129828,0.022326277323623786,0.029151351149882435,-0.010341011490551754,-0.015397795697875888,-0.008199863735899026,0.010709851349860862,-0.07600919330525335,0.6112224390768402
Y02_X09_pref_activity_strong_seed2,14882,0.0003409835521646697,0.01243545275588215,0.10977227665412562,5.942083364284914,0.3465567622424302,0.2758378121580199,0.2501238203518129,-0.004431835822578911,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,-0.008141973309443091,-0.01491758612636704,0.3465567622424302,0.2501238203518129,-0.018922840314253953,0.3149528988991189,0.21952112545374167,-0.008688639850284069,0.2977132983513708,0.20076727337021572,-0.007415859930797548,0.2758378121580199,0.1741919579114994,-0.0061952543948074566,0.2533952108349078,0.14680457573722067,0.005038974141469431,0.2626159476404487,0.1483335976077226,-0.017566433959056677,0.24727954621995385,0.13275375291114658,0.02700679013505578,0.04026158567517998,0.0463171586208045,0.06400475378334555,0.07327696681022644,0.06928216657834563,-0.014371886472222784,-0.03733611155695632,-0.02248567231657919,0.021880754989692813,0.014406867208534678,-0.044431494465774816,-0.00256252867422433,-0.056042810446630086,-0.07315264991632457,-0.21394300819976325,0.012827808201999365,-0.004059440889483583,-0.017957073559175925,-0.016453749808501412,0.018687014870414523,-0.030128340991961926,0.016201366474714644,-0.06005163147366348,-0.0664873612116437,-0.24944735582986058,0.01581560002343351,-0.01877176635988898,-0.01804062095971088,-0.012626950728860359,0.01228042844954755,-0.026833614377390905,0.018919007234174237,-0.06918465997813698,-0.049914868876127644,-0.2088304755898453,0.021545035209983195,-0.023513205690328335,-0.012712530968649102,-0.008278765877645184,0.013651138180956458,-0.02130277150449824,0.0036208251308519927,-0.07642393327447976,-0.042236739728896855,-0.17437359483087853,0.021565077330586595,-0.0299728267497425,-0.01590490943217142,0.009042564566546493,0.03250254728568132,-0.019965366838360907,0.0002667507887663648,-0.07934023376052746,-0.031884934555059266,-0.1326632573753376,0.030255612611555145,-0.03646210484131351,-0.03483592139016975,-0.0033942394917784867,0.03951948360636661,-0.023024721979965364,0.012244820019487061,-0.06016207191919726,0.00368085592892618,-0.06603678520739187,0.42906575090388976
Y03_X09_contrarian_pref_seed1,14882,0.000271958837847939,0.006306236976997256,0.05068990467937168,38.03757518575163,0.09727675147868861,0.0008804681054202783,0.04671536759542286,-0.0017701230706015036,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,-0.009907177722330155,-0.017733309018829174,0.09727675147868861,0.04671536759542286,-0.031516952384462775,0.02333277938568948,0.0015928088332324095,-0.00115109136585287,0.01227333435784247,0.006971424322841477,-0.016877885685367282,0.0008804681054202783,-0.002287952705739286,-0.008067623101621292,0.026339495635648046,0.03366935401919571,-0.0028189880787047065,0.002880019990881875,-0.0006100554906310153,0.012829670335295343,0.005872766213644585,0.003570462654925229,0.010084957024082538,0.015049411626532679,0.02196053409948926,0.07266997408121831,0.07674509286880493,0.06609462677425415,-0.013915865668509959,-0.0015733678275252944,-0.019658588231406444,0.028373914640666752,-0.008317496046972035,-0.007478751282886711,0.0004643074655835514,-0.0426566579653981,-0.015738580450023697,-0.17117510160932706,-0.016551788172846738,-0.017537407458378205,0.01835760053342404,-0.0017826613753371434,0.0490191692019239,0.026347756887860514,0.0008459143842097741,-0.04151971779361855,-0.021516110759354716,-0.10130645644359067,-0.04603485837549705,-0.026266058827387157,-0.005534988730290507,0.009490638399572295,0.05662688518016998,0.015090294816707123,0.013495849714823305,-0.0245496967802371,-0.008033471338301816,-0.10641945180513461,-0.04393284988389629,-0.024157362467266585,0.017129583628828285,0.01878674792610319,0.04923450222110361,-0.0036315169067933557,0.005936511733933207,-0.020980828311714796,0.0017768982780211134,-0.08758096671247095,-0.03075803066087215,-0.04854051611269923,0.034162388851735746,0.001174107233780244,0.04398880431007859,-0.028521291141228085,0.0040129060964265665,-0.0050355319539125976,0.024413357990615316,-0.08291374060855787,0.00019274135353801352,-0.0094434581279657,0.016886806014619855,0.02883603311007686,0.011128530169360218,-0.015373316611201044,-0.0011696894939114903,0.0009681196653285155,0.01705534841419348,-0.07162344771247728,0.6069887455922991
Y03_X09_contrarian_pref_seed2,14882,0.002628908416291252,0.011891377247310363,1.0106476816972605,7.439372540889241,0.3812735967801419,0.32941227690718144,0.3327299761713618,0.1757497691427283,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,-0.004642445824556911,0.0662309862009164,0.3812735967801419,0.3327299761713618,0.08545496253750326,0.3525208337446158,0.296552532993152,0.11137316865038403,0.34250967434051516,0.3014081686660262,0.11929164847513996,0.32941227690718144,0.2828266396068807,0.11587491858256507,0.3307735732319071,0.28614825104135005,0.12226755903198827,0.33115370781371417,0.27556908540890424,0.1259848766401044,0.31909474527375786,0.2676289947504724,0.025749656092375485,0.04595407247543348,0.05295726723968974,0.06489164817333269,0.07366304844617844,0.9051489134612909,-0.027726085358556734,0.005128279379224299,-0.00022786586063594958,-0.034351775853145125,-0.009404816191296628,0.008713920401774851,-0.02440050834743813,-0.04442839720061291,-0.12051664950424393,-0.010805311278479297,-0.015738111842140624,-0.007696201553991448,0.022472960961875434,-0.030609428047163927,0.024335042097774442,0.006782490735553576,0.009979120327120356,-0.018651213451118535,-0.07606543451527376,0.07044749411854223,-0.0015683234840609954,-0.005846223783881274,0.03407789951416788,-0.005651227671633649,0.011067525208508783,0.006958979958634348,0.013350931603760146,-0.016598560982147924,-0.04258359974560257,0.13249780009904982,0.006301430112163189,-0.0107777363559744,0.03436120905324354,-0.0071264294789940555,0.021737495194043464,0.0040377232353196405,0.021403893545858196,-0.009908836129261174,-0.021209773493614352,0.17839768012962195,0.006405586579317801,-0.017057787157276873,0.037912951452304694,-0.0074713070646628904,0.02726157071407372,0.027612292536354874,0.026246213995637868,-0.0030575833124492436,0.003951694462337924,0.20559775848107315,0.002448383276442051,-0.005595962678032361,0.050009503468493234,-0.008101954475786712,0.020581054420374667,0.02638079171141096,0.029814584498671252,0.010360297309880409,0.04126710214332406,0.24668853450492428,1.365311444458606
Y04_X04_pref_activity_seed1,14882,0.0002707334559453928,0.0063654990385342124,-0.1026393558779184,35.83583661177465,0.12146744831022675,-0.003602212081170227,0.0854873717720655,-0.003228757633770892,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,-0.010267491138257688,0.012587093413844216,0.12146744831022675,0.0854873717720655,-0.02689975398115683,0.019824469077823613,-0.00019778746887720632,0.00039698202012274775,0.008032175645920066,0.00552295851469561,-0.011922337353609183,-0.003602212081170227,-0.0039756601502384,-0.008600214993628978,0.019108843329166757,0.03256681154392185,-0.004891641965400777,0.003622941295500182,0.0005051325171957753,0.010248947196844622,0.00624168504468167,0.003211055754843708,0.010230071982368822,0.015246764402836604,0.027241936568170456,0.07028835278004494,0.07641074061393738,0.0656727314905281,-0.018942760398433598,-0.021017515720616716,0.00855104250772997,0.035334095939229794,-0.0058404895025568745,-0.011339448800525934,-0.009904101033665392,-0.04304187571681495,-0.030925297177532854,-0.261247053591084,0.018598824482788576,-0.03979591597196405,0.00888558940200463,0.042530960135855764,-0.010309284193248808,0.03359111744481379,0.017848022498335787,-0.03599266185978603,-0.049349026857996976,-0.14357701365802575,0.014696174801570738,-0.0323208855557105,-0.009674052018384635,0.04620684928504978,-0.0030021051674230127,0.029144151586735494,0.03593741081708995,-0.04230397885385401,-0.027722108328261316,-0.12538128611689014,0.02124196670518211,-0.02481894058261342,0.009361751137652122,0.05252910240177467,-0.0011799030087381068,0.010120252029868975,0.021446700361711268,-0.03500959153609349,-0.015107858198110103,-0.10609778844698411,0.019333344526042042,-0.025514460411647365,-0.010400834185804207,0.05580917159477055,-0.009658391326805457,-0.018634153729040325,0.018686460101709254,-0.013846870589907584,0.0073121562937259145,-0.09400731444004139,0.014210428192352277,-0.009257070438525566,0.0016122489892514446,0.047439656157768816,-0.0020803486494212083,-0.010620377831037212,-0.000268094365415849,-0.009040563553849147,-0.0039044916755513488,-0.073826183341974,0.6871017804672819
Y04_X04_pref_activity_seed2,14882,0.0003289641797543714,0.011880715772109963,0.09753708519584395,6.215020054632056,0.32798551390158637,0.2540757070536832,0.2201216576020732,-0.009037217711431915,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,-0.006749315940600335,-0.020700791159260913,0.32798551390158637,0.2201216576020732,-0.012688849496659023,0.2960544084287259,0.1882229235319291,-0.012412635632620787,0.27936562480113775,0.18281384483348165,-0.0041868151748770035,0.2540757070536832,0.14691720893658314,-0.014866138919214561,0.2273167949322218,0.11674769635075258,0.007663443978470597,0.2329468574982745,0.11609332674587308,-0.009175835235510714,0.228706705579138,0.11566618116371667,0.025374999083578566,0.03785149119794369,0.04455926073715088,0.06405229005217569,0.07324230670928955,0.06786819182798554,-0.006216062496276292,-0.029764703226622117,0.03557231926347307,0.01912922827922505,-0.013218876067671215,-0.020047466092023146,-0.04175092154765241,-0.08014627179087376,-0.10926888891794702,-0.23733408689748242,0.003435916047780967,-0.04286512551908685,0.006787641645443464,0.017747905766627332,0.00881190651529509,-0.02802898811482635,-0.01861661221093818,-0.11608300041718372,-0.09034717743414435,-0.2776483926993753,-0.00011792255226378677,-0.04219921976309412,0.00012949772603707994,0.01814513974898226,-0.002815028074360843,-0.02690252172014436,-0.0332557107458825,-0.1067761103306131,-0.07378987187837888,-0.2500287890663382,0.0020558944355895856,-0.044173825278363874,-0.00535488744840983,0.028005420162740373,-0.0003338748354841342,-0.025948982773056545,-0.03707348243113438,-0.11128807998731347,-0.07009305963152528,-0.21288721248051135,-0.009316514045046657,-0.0373529216106758,-0.010507523614855019,0.025973258220728088,-0.005225995077979325,-0.01828214751935888,-0.017420565494989063,-0.10394701400704773,-0.05572938443963075,-0.1745517222280608,-0.007910022386859034,-0.04392686133743986,0.002642384295216586,0.011774832049436192,0.008757822692873313,-0.021562575120191142,-0.011090602772912617,-0.06909128773203904,-0.003062256322193855,-0.09739970515813816,0.36191898760813196
Y05_speculative_turnover_seed1,14882,0.0002680960472622503,0.005976432753344534,0.024905692820476336,37.66817924177402,0.1286120197064474,-0.004580775624999827,0.08914172666181697,-0.0024664654104496592,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,-0.004936268598905623,0.012817739892153707,0.1286120197064474,0.08914172666181697,-0.020656681336762236,0.011034220578630448,-0.00032673108903897213,0.012293956690163465,-0.005129987650212089,-0.0035893366684473654,-0.009996787651597904,-0.004580775624999827,-0.004586060533511973,-0.004640505770069487,0.004477928884145929,-0.0028986298148161753,-0.008418162359689191,0.0014725566181817938,-0.0006752734290232712,0.012270846859389872,-0.002125461562725127,-0.0008216064883124601,0.00964797050692141,0.014180587502196433,0.02211377364583284,0.0675814768075947,0.07653152197599411,0.06558180313486806,0.008129275650906407,0.025037052307924128,0.047177466954703554,-0.023711127793280596,-0.01138184705116521,0.005086050948475529,-0.06071010549744679,-0.03818635572662056,0.0004909158216199388,-0.19359522164216278,-0.005996582615647777,-0.0002554864136003288,0.007055399493117675,0.004987942908156425,-0.003960650199633243,0.007924931889845223,-0.03201950193652229,-0.025132442573079714,-0.03607908299172964,-0.11480244124511318,-0.0006666897069994496,-0.01234207349233514,0.013954679318699932,0.014366953864499425,-0.03980832283166209,0.023587914514719525,-0.0346057672283912,0.009858773373364537,-0.01896656474781512,-0.11393873435507626,0.02352925424523528,-0.0038297424005058734,0.0023085869317800074,0.022372071128648523,-0.038235691303098805,0.013422730453085643,-0.03703440584662539,-0.012282885824615397,-0.0022278782194004236,-0.09253666766661287,0.011253438348338017,0.01867479503466968,-0.012836942395595786,0.03478049545105837,-0.038183605256578816,0.011233246816805015,-0.049906857713058396,-0.0005190684267251234,0.029175832431320783,-0.07458813323442363,-0.0011194298836514035,0.04789112637222351,0.021160828520564622,0.03777584018327487,-0.038613993482478605,-0.008595280707721484,-0.017116032349292615,-0.013117447706021315,0.03241983687144472,-0.06431134241524597,0.6903715357530675
Y05_speculative_turnover_seed2,14882,0.00039577883559811485,0.015273029121736425,-0.01416190536420337,4.9053828677815385,0.45464859853438994,0.3947265087206529,0.36809409827685735,-0.003759947723007895,5.5772073646014845e-05,0.06667897813249414,-0.2332020128778507,11.43212023902337,0.2536008919687764,0.0017051087368555211,-0.02848006603998402,0.45464859853438994,0.36809409827685735,0.0042827941704580595,0.42125410169608074,0.3173630219957963,0.006712269431045248,0.4156173734551958,0.31077085961986767,-0.008042344209234947,0.3947265087206529,0.27515131127621967,0.004439145227739632,0.3866275992645538,0.2619082393626329,-0.013294136032671898,0.3765831247473783,0.25333264076433243,-0.020084429693760664,0.378840438216352,0.25407803520434225,0.0338236592710018,0.04618580035865311,0.05210537070408462,0.06533336905390077,0.0758359283208847,0.07341419209810573,-0.03009060845418175,-0.002724418478567176,0.02017290401109473,-0.016151727314597554,0.0018647775420609558,0.007046719343440281,-0.04207990713266466,-0.003225017717682522,-0.07020010284498697,-0.18526066638681968,-0.017967406598219254,0.013057004715858524,-0.0015607392679691666,-0.005187539629798142,0.01594334753617297,0.012858550079602597,-0.031001006555272874,-0.0021207286112658046,-0.0578883946080719,-0.24118286661649496,0.006651199922073406,0.009487347879734346,0.004561323100742882,0.0006902160458262921,0.014168013011434413,0.019954113542859572,-0.013745472619266409,-0.010265006837250094,-0.03131868410048199,-0.21477433002316787,-0.0012351262387375833,0.005999175846982429,0.009551319837544996,0.007081347588820435,0.004832566692602144,0.027396632280513946,-0.02058854807132816,-0.0013804374047058008,-0.014235063494552311,-0.2092692464305101,0.0021377252823746623,0.008002247683333947,0.012799603642991824,0.014587143965021438,0.017308655286142918,0.0339434493493922,-0.022553329952999714,-0.00828338203705361,-0.0075606307369944625,-0.16348381617782481,0.0031318895550134958,0.005136652191821976,0.010322775838178075,0.014917208264345708,0.008191406774533613,0.024352641155000423,-0.024825956284143216,-0.0014159451883064148,0.02389988960138486,-0.09371265510736235,0.6358692001003268
