firm_id,sector,initial_market_cap_weight,true_degree
0,2,0.01202605120722504,17
1,6,0.015402138551507414,14
2,0,0.02482522031399912,22
3,3,0.01613357624855987,23
4,5,0.013768482487869904,18
5,0,0.014943365604554129,9
6,5,0.013493207047619193,22
7,6,0.008438653010698098,8
8,4,0.011269984466602618,17
9,1,0.006031800426372511,10
10,5,0.013892679155447639,9
11,2,0.04122456715431487,6
12,5,0.03022671093645623,9
13,5,0.011344460223839767,11
14,0,0.009538421517467834,5
15,0,0.006250697568087198,11
16,0,0.006739818372583525,7
17,0,0.018051268247862396,8
18,2,0.00424708884662197,6
19,0,0.008671921540824589,3
20,7,0.022589451229217503,3
21,7,0.007307808209430175,5
22,1,0.007250960001532799,5
23,2,0.002642951914208898,3
24,5,0.030866627506123897,6
25,5,0.00513650039488558,4
26,4,0.006376062958755357,3
27,7,0.012481311127196111,3
28,5,0.004283789978658531,7
29,5,0.005854952872165449,4
30,4,0.005841648349848728,4
31,4,0.003594846544620444,4
32,2,0.015951559547410413,6
33,4,0.006232436617062135,5
34,7,0.008069526986395873,7
35,3,0.005913367420668831,3
36,1,0.005900986964267518,5
37,4,0.007037390992411241,3
38,6,0.007364953474672799,7
39,7,0.00547508946197379,3
40,4,0.011242432432152252,4
41,6,0.02930816296726913,5
42,2,0.005736098107302169,3
43,3,0.005668226471362882,5
44,3,0.0579525509645846,3
45,2,0.012397217760853405,5
46,5,0.024176405265400963,4
47,7,0.0031979468926558083,3
48,2,0.019569946984283045,4
49,1,0.006627849669336148,5
50,6,0.0027044014870833857,3
51,6,0.11459677155358658,7
52,7,0.0032109155406558113,3
53,2,0.04373260027030581,3
54,5,0.0049173135734553045,3
55,5,0.002468062638544657,3
56,6,0.00368440074849225,4
57,6,0.010994680681621018,3
58,7,0.004366218876507753,3
59,3,0.004795411604804378,4
60,0,0.00248895481057621,3
61,1,0.0074955703416021095,3
62,7,0.0034859418475683157,3
63,6,0.004302945800732322,5
64,0,0.005247322598544767,4
65,2,0.0054051992460872845,3
66,1,0.002199971297910163,3
67,2,0.008288566330393083,3
68,5,0.004491586673412541,5
69,4,0.004058999124153517,3
70,3,0.004978699679599582,3
71,3,0.005784008931269332,3
72,5,0.00408216762354693,4
73,5,0.056348997598991014,3
74,0,0.0040583976793455,3
75,1,0.008480484258525793,3
76,2,0.009207780438411889,3
77,3,0.0035584130761762214,3
78,7,0.006996988474868539,3
79,7,0.014999054198007462,3
