label,n,mean_sp500,std_sp500,skew_sp500,kurt_sp500,absacf1_sp500,absacf5_sp500,sqacf1_sp500,leverage_sp500_lag1_20,mean_DGS10,std_DGS10,skew_DGS10,kurt_DGS10,absacf1_DGS10,sp_dgs10_corr,absacf3_sp500,r_acf3_sp500,min_sp500_abs,end_sp500_abs,ann_return_approx,window
Q16_lowimpact_moreacf_seed1_w00,1260,0.0002190527211438628,0.007070291095876436,2.3447007644207587,48.07398413441019,0.1490850419876028,0.05195811203024544,0.032473993366350144,-0.00740118097834552,0.0006587301587301521,0.04094472904395313,-0.641483925271424,6.259472172368586,0.2695384441456247,0.025251526406752028,0.028071510051163297,-0.017678467490416783,6855.629757129639,9581.9178122741,0.057046887782724154,0
Q16_lowimpact_moreacf_seed1_w01,1260,0.0003256161086028442,0.006163043212499254,1.1702687389927602,16.944192432422557,0.05591267147377898,0.026163217134288246,0.014827486946479862,-0.0024080404122555233,0.0021507936507936475,0.039306198763997505,-0.1824998112220489,7.554504737198237,0.27872056427365377,0.020543152561073665,0.0014927219062760512,-0.005343614754222598,9332.75181691823,14101.497205776763,0.07928301466264664,1
Q16_lowimpact_moreacf_seed1_w02,1260,0.0002515676521325654,0.006025782328199801,0.20163783313717606,4.929905078863327,0.1179967025003552,0.035497291452328376,0.09363779518588468,-0.034613952623104995,0.004428571428571424,0.09988043872959469,-0.3379658470577198,11.01822800817144,0.42801328657284243,-0.017859843961157706,0.12747636141445723,-0.03734319442861816,13572.756842654871,18922.827513815595,0.060563483336157686,2
Q16_lowimpact_moreacf_seed1_w03,1260,0.0002322514979621499,0.006929637437127489,-0.966836866636985,14.536696629434857,0.20730653432694135,0.08481484866175042,0.154997859906109,-0.018171715126434868,-0.004468253968253963,0.10807531078703067,-0.14334624573407242,5.604885002406277,0.11379552596839018,-0.018816873611058656,0.13440967093039452,-0.08817770000447325,18669.22273971207,24596.08941324761,0.05496779300405019,3
Q16_lowimpact_moreacf_seed1_w04,1260,0.0003845881874786712,0.007672996555754063,1.7730190514656947,47.81223261436832,0.08101170453862183,0.02163279744463946,0.025794980192035837,-0.0015413557949463985,8.73015873015879e-05,0.0680002940984851,-0.9815680951209959,16.264628933165792,0.05151924495698748,-0.02496349165194917,0.0570712045479418,-0.05406656214185242,24309.374079107318,38486.15586805767,0.09266984123857247,4
Q16_lowimpact_moreacf_seed1_w05,1260,0.00017764769960656792,0.0076714640905943595,0.7113963806930003,36.91018566060749,0.1722913273075958,0.0433541748587512,0.12985500325890095,-0.010023136148595194,-0.0004206349206349212,0.06098970159940262,0.570588708827548,6.318985875848964,-0.011664719739844478,-0.024336101089995114,0.07650183381075994,-0.040935038544581304,36042.215101430644,46392.93613378445,0.04016022933221586,5
Q16_lowimpact_moreacf_seed1_w06,1260,0.0003242178991116354,0.0064629813951089694,0.13298530516384258,4.122580065633587,0.17752304909763003,0.09760646525468859,0.1965325277871209,-0.023405485960373566,-0.0012460317460317469,0.05730275852911976,0.1547791268161602,4.2880568686100355,0.10763827902139193,-0.01009383457906177,0.14475268718903408,-0.03503081111300422,45073.515655941665,67986.57335929587,0.08102895261117316,6
Q16_lowimpact_moreacf_seed1_w07,1260,0.00027370026241803157,0.008319835952616449,0.19978712810670954,6.264336725873462,0.25734088447285947,0.179134480986225,0.2047558614502017,-0.03355741792512744,-0.0003650793650793628,0.05690030311725034,0.3286907978730894,4.383716433133995,0.02183093908886142,-0.03158085777595133,0.16456237275058694,-0.009108355799873393,63930.29087838178,91888.84826746404,0.058552812129673004,7
Q16_lowimpact_moreacf_seed1_w08,1260,0.0003577474868045159,0.012242007465282787,0.47388663434784367,13.560739247869892,0.2980730519306229,0.33850916534525427,0.09414552274241761,-0.028133177100842018,-0.0023888888888888887,0.07267185130283459,-0.25782776487295117,5.326579118409629,0.14463964131155083,0.038926443423926364,0.32458120826459574,-0.04078378663384199,89045.70084752221,131260.21494399942,0.0786151362694576,8
Q16_lowimpact_moreacf_seed1_w09,1260,0.00048818087042678914,0.026339549179007726,0.3159355476430377,4.886994371205686,0.6364182683158108,0.5649240726150034,0.6353338578876749,-0.006677816961974702,0.0004206349206349215,0.0463327943056352,0.2530200063759547,3.74775516127596,0.06480002201991063,0.0184031942741951,0.6064347980982047,0.0036385837693858514,113710.20718546171,157147.00275530585,0.0382490689688868,9
Q16_lowimpact_moreacf_seed1_w10,1260,0.0012446459179969564,0.04463624837938082,0.07070557623497829,3.699253333011542,0.6687946909552531,0.5753867173839062,0.7388276162165961,-0.10557847397363074,0.00019841269841269904,0.04436009214663839,0.021612474271070086,6.588459856210723,0.23915714565547358,0.02107721701933859,0.6047736243644148,-0.010899265772923428,23618.60230726899,214949.32149230668,0.05978652631291714,10
Q16_lowimpact_moreacf_seed2_w00,1260,0.0002844155259640141,0.007572867935857884,0.24803365573832795,6.188685414900138,0.19303794420368828,0.08082154807192928,0.207737286750399,-0.02524671799263365,0.0006587301587301521,0.04094472904395313,-0.641483925271424,6.259472172368586,0.2695384441456247,0.019386847019766843,0.06611466938882075,-0.03493775918351244,6683.0257609944265,10353.358109617944,0.07413308181186751,0
Q16_lowimpact_moreacf_seed2_w01,1260,0.0002630335018491476,0.007832651421571737,0.4906270504262638,7.3146751247087245,0.19680081581243455,0.18467606392042016,0.1233982675124309,-0.030204276419948845,0.0021507936507936475,0.039306198763997505,-0.1824998112220489,7.554504737198237,0.27872056427365377,0.00998191445681791,0.17835115965245912,-0.03486431969815085,10510.30439877713,13875.844656799807,0.05006027892138443,1
