firm_id,sector,initial_market_cap_weight,true_degree
0,2,0.010684730330185582,17
1,6,0.03797498925711484,14
2,0,0.06209040213558393,22
3,3,0.03065044798926343,23
4,5,0.010959983407974725,18
5,0,0.007360614186557927,9
6,5,0.022249133911112773,22
7,6,0.011917645465783337,8
8,4,0.04601379024999954,17
9,1,0.022082316407225848,10
10,5,0.009133861551388116,9
11,2,0.006225451570789633,6
12,5,0.019271062070128842,9
13,5,0.04211143067590601,11
14,0,0.0029806970852792078,5
15,0,0.009740222465325223,11
16,0,0.019119063697018056,7
17,0,0.025744508425769815,8
18,2,0.00911064646068741,6
19,0,0.004090957240587959,3
20,7,0.006914373302970958,3
21,7,0.00991271734813458,5
22,1,0.009549377562248652,5
23,2,0.002580585286588228,3
24,5,0.01849021107513061,6
25,5,0.02017775501297332,4
26,4,0.006655226553772847,3
27,7,0.010916043813089443,3
28,5,0.01153818139033886,7
29,5,0.003152798257326701,4
30,4,0.01345015246057367,4
31,4,0.04505823182635377,4
32,2,0.004249673663270441,6
33,4,0.019388150977191352,5
34,7,0.0133810155272163,7
35,3,0.027387891445610053,3
36,1,0.01586464474114173,5
37,4,0.004488184557498168,3
38,6,0.00898753161669705,7
39,7,0.004753462150665395,3
40,4,0.011458306198037034,4
41,6,0.013145120958131671,5
42,2,0.012195357045884902,3
43,3,0.008336519350487258,5
44,3,0.007226884794120698,3
45,2,0.009455157414759092,5
46,5,0.00619486322047324,4
47,7,0.00636886015298112,3
48,2,0.005975953982470167,4
49,1,0.01062756171071457,5
50,6,0.005459519895542806,3
51,6,0.009158529391635781,7
52,7,0.004707677920661391,3
53,2,0.00504262193084989,3
54,5,0.003843608697548631,3
55,5,0.006620474892217846,3
56,6,0.020250425046633023,4
57,6,0.004426712220376291,3
58,7,0.004833125314107901,3
59,3,0.004801200385148407,4
60,0,0.011243012339338393,3
61,1,0.005385255681712026,3
62,7,0.005660618273737647,3
63,6,0.009001661759188678,5
64,0,0.006031854340855363,4
65,2,0.004234689839257455,3
66,1,0.0029186161073276257,3
67,2,0.006982948887272965,3
68,5,0.0074581415339373,5
69,4,0.00331434224333142,3
70,3,0.004350916164590861,3
71,3,0.003924510229919573,3
72,5,0.009277018349764908,4
73,5,0.04892685945242366,3
74,0,0.019605052607731818,3
75,1,0.0030602008480253456,3
76,2,0.004833353173003924,3
77,3,0.002162371176207909,3
78,7,0.0062869329274078106,3
79,7,0.008805000389709215,3
