firm_id,sector,initial_market_cap_weight,true_degree
0,2,0.011029985568274364,17
1,6,0.022621066778969988,14
2,0,0.043430431931434345,22
3,3,0.0315369972175849,23
4,5,0.012604137288345564,18
5,0,0.005207683950125278,9
6,5,0.018384407723878123,22
7,6,0.005217772138186593,8
8,4,0.06773152770045883,17
9,1,0.010022435880742019,10
10,5,0.00809062891668055,9
11,2,0.016012435536196624,6
12,5,0.015288740709984174,9
13,5,0.01172065167545504,11
14,0,0.02020995591595894,5
15,0,0.02344416196245818,11
16,0,0.006231449932729966,7
17,0,0.007557427273125762,8
18,2,0.0033153409238691994,6
19,0,0.0040255412705400475,3
20,7,0.038124879137618785,3
21,7,0.007191136236319041,5
22,1,0.008015299045499264,5
23,2,0.004536553642206608,3
24,5,0.013188369621885052,6
25,5,0.058702072947843215,4
26,4,0.0036083219556349425,3
27,7,0.003985305606186634,3
28,5,0.10203597109777152,7
29,5,0.008797060586915893,4
30,4,0.0024394580911623227,4
31,4,0.006447226180106547,4
32,2,0.005615940903161964,6
33,4,0.0045574561147498855,5
34,7,0.005294967591563078,7
35,3,0.0034045127394838172,3
36,1,0.0031393504600348357,5
37,4,0.007088050271632747,3
38,6,0.012005937869588652,7
39,7,0.0072992376288982565,3
40,4,0.005789363762561042,4
41,6,0.03912881312633629,5
42,2,0.0045127269943149246,3
43,3,0.010252809276819414,5
44,3,0.007530641328014235,3
45,2,0.006005468241913479,5
46,5,0.003288812624978018,4
47,7,0.003565527361504254,3
48,2,0.0033728112293412477,4
49,1,0.007004312692904695,5
50,6,0.0020134019116730966,3
51,6,0.008707855884930822,7
52,7,0.01710870631150277,3
53,2,0.020012303376988134,3
54,5,0.004267366786755147,3
55,5,0.0830776328725147,3
56,6,0.003253466260710764,4
57,6,0.008149184700252398,3
58,7,0.006592109585378977,3
59,3,0.002963875060389913,4
60,0,0.0029096526611115565,3
61,1,0.00359411074080246,3
62,7,0.004684805398709074,3
63,6,0.010507988613724895,5
64,0,0.008567680707269546,4
65,2,0.00470577805898297,3
66,1,0.0023954100768513362,3
67,2,0.002589719718801255,3
68,5,0.012725330682863401,5
69,4,0.006338733215254805,3
70,3,0.003519755072667351,3
71,3,0.0025988811506874186,3
72,5,0.007249474258521924,4
73,5,0.015252624233570416,3
74,0,0.004010643188576828,3
75,1,0.0022061786804795937,3
76,2,0.0021567664978217787,3
77,3,0.0028905928168187016,3
78,7,0.0028512455052126084,3
79,7,0.0024875513082262503,3
